SMS,IsTransaction,Category,Reason
"Dear Customer, Rs.25,000 to Rs.50,000 pre-approved loan available on 27.04.2026. Complete KYC to proceed: http://example.in/9057 - CASHe",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.1,50,000 to Rs.1,50,000 credit line available on 23.01.2026. Instant approval: http://example.in/6568 - KreditBee",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.50,000 to Rs.50,000 credit line available on 23.10.2026. Limited period offer: http://example.in/3056 - CASHe",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.1,50,000 to Rs.5,00,000 cash loan up to Rs.5,00,000 on 18.10.2026. Check if you qualify: http://example.in/4195 - Bajaj Finserv",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.25,000 to Rs.1,50,000 cash loan up to Rs.1,50,000 on 13.08.2026. Get money in minutes: http://example.in/1589 - Ram Fincor",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.5,000 quick loan can be disbursed on 02.07.2026. Instant approval: http://example.in/4845 - MoneyView",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.25,000 to Rs.50,000 you are eligible for a personal loan on 19.01.2026. Apply Now: http://example.in/8865 - LazyPay",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.25,000 to Rs.80,000 cash loan up to Rs.80,000 on 27.10.2026. Get money in minutes: http://example.in/7455 - LazyPay",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.25,000 to Rs.80,000 instant cash loan available on 07.12.2026. Get money in minutes: http://example.in/7146 - MoneyView",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.50,000 to Rs.5,00,000 pre-approved loan available on 26.09.2026. Check if you qualify: http://example.in/2275 - Navi",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.80,000 loan approved subject to verification on 03.11.2026. Offer valid today: http://example.in/7998 - MoneyView",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.5,000 to Rs.10,000 pre-approved loan available on 03.01.2026. Click to know more: http://example.in/6826 - KreditBee",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.5,000 quick loan can be disbursed on 03.11.2026. Check if you qualify: http://example.in/4632 - MoneyView",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.50,000 to Rs.80,000 you are eligible for a personal loan on 03.02.2026. Offer valid today: http://example.in/7402 - Navi",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.50,000 to Rs.1,50,000 you are eligible for a personal loan on 18.12.2026. Instant approval: http://example.in/2706 - KreditBee",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.5,000 quick loan can be disbursed on 01.04.2026. Complete KYC to proceed: http://example.in/5725 - Ram Fincor",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.25,000 to Rs.50,000 loan can be credited to your Bank A/c on 20.01.2026. Instant approval: http://example.in/6440 - Ram Fincor",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.10,000 to Rs.50,000 loan approved subject to verification on 18.06.2026. Instant approval: http://example.in/1169 - PaySense",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.10,000 to Rs.5,00,000 instant cash loan available on 15.09.2026. Limited period offer: http://example.in/7438 - mPokket",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.50,000 to Rs.50,000 credit line available on 15.08.2026. Offer valid today: http://example.in/2370 - CASHe",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.25,000 loan approved subject to verification on 21.05.2026. Complete KYC to proceed: http://example.in/6104 - Kissht",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.25,000 to Rs.50,000 credit line available on 20.03.2026. Complete KYC to proceed: http://example.in/4314 - CASHe",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.80,000 to Rs.1,50,000 pre-approved loan available on 06.10.2026. Instant approval: http://example.in/3360 - Bajaj Finserv",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.25,000 to Rs.50,000 loan can be credited to your Bank A/c on 04.01.2026. Offer valid today: http://example.in/4913 - Kissht",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.5,000 to Rs.50,000 loan approved subject to verification on 10.08.2026. Get money in minutes: http://example.in/3056 - Kissht",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.5,000 credit line available on 18.02.2026. Offer valid today: http://example.in/5998 - PaySense",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.5,000 to Rs.5,000 quick loan can be disbursed on 27.03.2026. Instant approval: http://example.in/5881 - Kissht",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.25,000 to Rs.50,000 instant cash loan available on 17.09.2026. Click to know more: http://example.in/5242 - Ram Fincor",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.5,000 personal loan can be credited instantly on 15.01.2026. Instant approval: http://example.in/6512 - CASHe",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.10,000 to Rs.1,50,000 loan offer waiting for you on 26.11.2026. Click to know more: http://example.in/9696 - KreditBee",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.10,000 to Rs.80,000 instant cash loan available on 24.04.2026. Instant approval: http://example.in/4282 - PaySense",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.50,000 to Rs.50,000 personal loan can be credited instantly on 28.05.2026. Get money in minutes: http://example.in/3261 - MoneyView",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.10,000 to Rs.5,00,000 instant cash loan available on 09.10.2026. Click to know more: http://example.in/2309 - KreditBee",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.25,000 to Rs.50,000 credit line available on 27.07.2026. Check if you qualify: http://example.in/8544 - Kissht",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.25,000 credit line available on 23.07.2026. Complete KYC to proceed: http://example.in/7900 - KreditBee",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.25,000 to Rs.1,50,000 loan can be credited to your Bank A/c on 19.07.2026. Instant approval: http://example.in/5657 - MoneyView",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.80,000 to Rs.1,50,000 quick loan can be disbursed on 11.08.2026. Limited period offer: http://example.in/1261 - Bajaj Finserv",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.50,000 to Rs.5,00,000 credit line available on 09.05.2026. Click to know more: http://example.in/8882 - PaySense",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.80,000 to Rs.1,50,000 quick loan can be disbursed on 23.08.2026. Check if you qualify: http://example.in/2243 - KreditBee",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.10,000 instant cash loan available on 07.04.2026. Complete KYC to proceed: http://example.in/9650 - LazyPay",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.25,000 to Rs.50,000 pre-approved loan available on 01.05.2026. Offer valid today: http://example.in/4758 - Kissht",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.50,000 to Rs.50,000 pre-approved loan available on 11.12.2026. Get money in minutes: http://example.in/3852 - mPokket",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.10,000 to Rs.1,50,000 cash loan up to Rs.1,50,000 on 15.07.2026. Complete KYC to proceed: http://example.in/2703 - PaySense",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.5,000 to Rs.5,00,000 quick loan can be disbursed on 27.09.2026. Apply Now: http://example.in/3281 - Bajaj Finserv",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.5,000 to Rs.25,000 instant cash loan available on 12.10.2026. Click to know more: http://example.in/8684 - MoneyView",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.50,000 to Rs.1,50,000 credit line available on 17.11.2026. Instant approval: http://example.in/6509 - Bajaj Finserv",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.50,000 to Rs.50,000 personal loan can be credited instantly on 01.05.2026. Limited period offer: http://example.in/2816 - Ram Fincor",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.50,000 to Rs.50,000 quick loan can be disbursed on 22.12.2026. Limited period offer: http://example.in/5165 - PaySense",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.5,000 to Rs.5,00,000 pre-approved loan available on 22.03.2026. Get money in minutes: http://example.in/3325 - Kissht",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.5,000 credit line available on 21.02.2026. Offer valid today: http://example.in/4180 - KreditBee",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.5,000 to Rs.50,000 loan approved subject to verification on 05.05.2026. Apply Now: http://example.in/9994 - MoneyView",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.25,000 to Rs.50,000 cash loan up to Rs.50,000 on 19.05.2026. Offer valid today: http://example.in/7197 - MoneyView",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.10,000 to Rs.1,50,000 personal loan can be credited instantly on 03.07.2026. Complete KYC to proceed: http://example.in/1003 - Navi",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.50,000 to Rs.80,000 loan approved subject to verification on 20.12.2026. Apply Now: http://example.in/9030 - MoneyView",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.5,000 to Rs.10,000 credit line available on 01.12.2026. Apply Now: http://example.in/5918 - MoneyView",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.5,000 you are eligible for a personal loan on 19.10.2026. Instant approval: http://example.in/7960 - KreditBee",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.25,000 to Rs.25,000 loan offer waiting for you on 25.04.2026. Get money in minutes: http://example.in/2736 - mPokket",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.1,50,000 you are eligible for a personal loan on 27.06.2026. Check if you qualify: http://example.in/7569 - Navi",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.5,00,000 instant cash loan available on 07.12.2026. Limited period offer: http://example.in/2638 - MoneyView",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.10,000 to Rs.10,000 pre-approved loan available on 24.01.2026. Click to know more: http://example.in/6266 - MoneyView",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.10,000 to Rs.25,000 loan can be credited to your Bank A/c on 25.05.2026. Complete KYC to proceed: http://example.in/2243 - KreditBee",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.10,000 to Rs.1,50,000 instant cash loan available on 06.08.2026. Click to know more: http://example.in/7537 - Ram Fincor",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.5,000 instant cash loan available on 02.11.2026. Click to know more: http://example.in/5390 - CASHe",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.25,000 quick loan can be disbursed on 08.09.2026. Get money in minutes: http://example.in/5346 - Bajaj Finserv",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.5,00,000 loan approved subject to verification on 13.07.2026. Get money in minutes: http://example.in/6521 - PaySense",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.5,000 to Rs.80,000 loan approved subject to verification on 22.04.2026. Offer valid today: http://example.in/5082 - Ram Fincor",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.50,000 to Rs.50,000 cash loan up to Rs.50,000 on 12.07.2026. Limited period offer: http://example.in/2243 - Bajaj Finserv",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.5,000 to Rs.1,50,000 quick loan can be disbursed on 20.12.2026. Instant approval: http://example.in/2355 - Bajaj Finserv",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.5,000 to Rs.80,000 quick loan can be disbursed on 01.01.2026. Limited period offer: http://example.in/9366 - mPokket",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.5,00,000 personal loan can be credited instantly on 16.08.2026. Offer valid today: http://example.in/8796 - LazyPay",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.50,000 to Rs.5,00,000 cash loan up to Rs.5,00,000 on 06.02.2026. Get money in minutes: http://example.in/3204 - Navi",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.10,000 to Rs.25,000 instant cash loan available on 24.11.2026. Instant approval: http://example.in/1465 - PaySense",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.80,000 to Rs.80,000 credit line available on 05.02.2026. Complete KYC to proceed: http://example.in/6213 - mPokket",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.10,000 to Rs.25,000 loan approved subject to verification on 04.05.2026. Limited period offer: http://example.in/7073 - MoneyView",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.25,000 loan approved subject to verification on 27.12.2026. Complete KYC to proceed: http://example.in/3973 - CASHe",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.5,000 to Rs.25,000 cash loan up to Rs.25,000 on 02.12.2026. Apply Now: http://example.in/7950 - MoneyView",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.25,000 to Rs.5,00,000 loan approved subject to verification on 12.06.2026. Instant approval: http://example.in/3872 - Kissht",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.5,000 to Rs.80,000 you are eligible for a personal loan on 07.09.2026. Complete KYC to proceed: http://example.in/9491 - Navi",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.10,000 to Rs.80,000 cash loan up to Rs.80,000 on 11.11.2026. Check if you qualify: http://example.in/2623 - KreditBee",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.5,000 loan approved subject to verification on 01.03.2026. Complete KYC to proceed: http://example.in/7805 - Navi",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.2,000 loan approved subject to verification on 17.07.2026. Apply Now: http://example.in/7383 - mPokket",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.50,000 to Rs.1,50,000 cash loan up to Rs.1,50,000 on 15.12.2026. Limited period offer: http://example.in/6267 - Kissht",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.5,000 to Rs.10,000 pre-approved loan available on 16.08.2026. Instant approval: http://example.in/5810 - PaySense",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.5,000 to Rs.25,000 personal loan can be credited instantly on 13.06.2026. Get money in minutes: http://example.in/9895 - KreditBee",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.1,50,000 loan offer waiting for you on 05.04.2026. Check if you qualify: http://example.in/4965 - PaySense",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.5,000 to Rs.80,000 cash loan up to Rs.80,000 on 09.05.2026. Check if you qualify: http://example.in/3573 - Navi",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.50,000 to Rs.1,50,000 pre-approved loan available on 13.10.2026. Check if you qualify: http://example.in/1070 - Kissht",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.80,000 to Rs.5,00,000 pre-approved loan available on 16.12.2026. Offer valid today: http://example.in/4030 - KreditBee",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.25,000 to Rs.50,000 you are eligible for a personal loan on 25.03.2026. Get money in minutes: http://example.in/5440 - CASHe",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.25,000 to Rs.50,000 quick loan can be disbursed on 25.10.2026. Check if you qualify: http://example.in/3175 - KreditBee",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.25,000 loan can be credited to your Bank A/c on 01.03.2026. Limited period offer: http://example.in/4965 - Ram Fincor",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.5,000 to Rs.25,000 credit line available on 15.09.2026. Click to know more: http://example.in/1950 - Ram Fincor",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.5,000 loan approved subject to verification on 10.07.2026. Apply Now: http://example.in/1507 - LazyPay",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.25,000 credit line available on 24.07.2026. Offer valid today: http://example.in/5615 - KreditBee",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.5,000 to Rs.25,000 loan can be credited to your Bank A/c on 04.11.2026. Check if you qualify: http://example.in/2195 - CASHe",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.5,000 to Rs.25,000 quick loan can be disbursed on 10.07.2026. Complete KYC to proceed: http://example.in/6854 - LazyPay",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.5,000 to Rs.1,50,000 personal loan can be credited instantly on 18.10.2026. Limited period offer: http://example.in/3810 - CASHe",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.5,000 to Rs.10,000 loan can be credited to your Bank A/c on 12.11.2026. Get money in minutes: http://example.in/9775 - Ram Fincor",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.10,000 you are eligible for a personal loan on 26.05.2026. Apply Now: http://example.in/7268 - Ram Fincor",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.25,000 to Rs.50,000 pre-approved loan available on 15.12.2026. Offer valid today: http://example.in/4775 - CASHe",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.5,000 cash loan up to Rs.5,000 on 12.09.2026. Check if you qualify: http://example.in/4725 - LazyPay",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.10,000 to Rs.25,000 pre-approved loan available on 08.07.2026. Complete KYC to proceed: http://example.in/3966 - PaySense",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.50,000 you are eligible for a personal loan on 15.02.2026. Apply Now: http://example.in/9553 - PaySense",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.50,000 to Rs.5,00,000 you are eligible for a personal loan on 21.03.2026. Complete KYC to proceed: http://example.in/3694 - Ram Fincor",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.5,000 to Rs.80,000 quick loan can be disbursed on 04.01.2026. Click to know more: http://example.in/9784 - LazyPay",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.5,00,000 pre-approved loan available on 25.05.2026. Offer valid today: http://example.in/1624 - PaySense",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.10,000 to Rs.25,000 loan can be credited to your Bank A/c on 28.08.2026. Limited period offer: http://example.in/7419 - MoneyView",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.80,000 to Rs.1,50,000 loan can be credited to your Bank A/c on 14.06.2026. Complete KYC to proceed: http://example.in/6913 - Ram Fincor",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.50,000 to Rs.5,00,000 credit line available on 10.02.2026. Click to know more: http://example.in/7401 - Kissht",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.5,00,000 to Rs.5,00,000 loan offer waiting for you on 24.10.2026. Limited period offer: http://example.in/6875 - Ram Fincor",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.10,000 to Rs.10,000 personal loan can be credited instantly on 08.08.2026. Apply Now: http://example.in/8062 - KreditBee",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.25,000 to Rs.80,000 personal loan can be credited instantly on 07.11.2026. Limited period offer: http://example.in/6081 - Navi",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.80,000 loan offer waiting for you on 26.01.2026. Click to know more: http://example.in/6862 - Bajaj Finserv",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.10,000 to Rs.1,50,000 loan offer waiting for you on 24.09.2026. Click to know more: http://example.in/7875 - Kissht",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.10,000 to Rs.80,000 loan approved subject to verification on 24.06.2026. Click to know more: http://example.in/4347 - MoneyView",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.50,000 to Rs.5,00,000 instant cash loan available on 03.02.2026. Apply Now: http://example.in/7681 - mPokket",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.80,000 to Rs.5,00,000 credit line available on 27.10.2026. Instant approval: http://example.in/7783 - Bajaj Finserv",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.80,000 to Rs.5,00,000 quick loan can be disbursed on 18.03.2026. Apply Now: http://example.in/2450 - Bajaj Finserv",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.1,50,000 to Rs.1,50,000 instant cash loan available on 09.07.2026. Complete KYC to proceed: http://example.in/6365 - Navi",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.25,000 you are eligible for a personal loan on 28.10.2026. Check if you qualify: http://example.in/8915 - Bajaj Finserv",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.5,00,000 loan offer waiting for you on 21.11.2026. Limited period offer: http://example.in/3166 - Bajaj Finserv",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.50,000 to Rs.80,000 pre-approved loan available on 09.05.2026. Offer valid today: http://example.in/2576 - mPokket",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.50,000 to Rs.5,00,000 loan can be credited to your Bank A/c on 23.03.2026. Click to know more: http://example.in/2106 - KreditBee",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.1,50,000 to Rs.5,00,000 loan can be credited to your Bank A/c on 03.04.2026. Apply Now: http://example.in/2056 - Kissht",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.10,000 to Rs.1,50,000 loan approved subject to verification on 23.12.2026. Limited period offer: http://example.in/8129 - KreditBee",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.10,000 to Rs.50,000 credit line available on 26.09.2026. Complete KYC to proceed: http://example.in/6896 - Ram Fincor",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.50,000 to Rs.1,50,000 loan can be credited to your Bank A/c on 13.02.2026. Offer valid today: http://example.in/5721 - CASHe",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.10,000 to Rs.1,50,000 cash loan up to Rs.1,50,000 on 22.07.2026. Limited period offer: http://example.in/8601 - CASHe",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.25,000 to Rs.5,00,000 pre-approved loan available on 03.11.2026. Check if you qualify: http://example.in/7693 - LazyPay",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.25,000 to Rs.80,000 credit line available on 14.10.2026. Limited period offer: http://example.in/3891 - LazyPay",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.10,000 personal loan can be credited instantly on 13.10.2026. Check if you qualify: http://example.in/3074 - Navi",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.5,00,000 loan approved subject to verification on 16.07.2026. Apply Now: http://example.in/3983 - KreditBee",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.5,000 to Rs.25,000 loan can be credited to your Bank A/c on 22.09.2026. Get money in minutes: http://example.in/4327 - MoneyView",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.50,000 to Rs.80,000 loan can be credited to your Bank A/c on 15.04.2026. Limited period offer: http://example.in/6656 - KreditBee",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.10,000 to Rs.10,000 cash loan up to Rs.10,000 on 13.03.2026. Get money in minutes: http://example.in/2354 - Kissht",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.25,000 to Rs.80,000 pre-approved loan available on 24.01.2026. Limited period offer: http://example.in/1893 - MoneyView",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.25,000 to Rs.80,000 instant cash loan available on 03.07.2026. Apply Now: http://example.in/6542 - KreditBee",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.10,000 to Rs.1,50,000 credit line available on 01.09.2026. Offer valid today: http://example.in/9801 - KreditBee",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.5,000 to Rs.80,000 loan approved subject to verification on 27.06.2026. Instant approval: http://example.in/7426 - PaySense",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.25,000 loan approved subject to verification on 03.04.2026. Complete KYC to proceed: http://example.in/3800 - Ram Fincor",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.25,000 to Rs.25,000 cash loan up to Rs.25,000 on 27.09.2026. Offer valid today: http://example.in/3189 - CASHe",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.5,000 to Rs.10,000 credit line available on 26.05.2026. Apply Now: http://example.in/3397 - KreditBee",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.1,50,000 to Rs.5,00,000 cash loan up to Rs.5,00,000 on 09.11.2026. Complete KYC to proceed: http://example.in/4293 - PaySense",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.1,50,000 loan approved subject to verification on 22.01.2026. Click to know more: http://example.in/2682 - LazyPay",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.80,000 to Rs.5,00,000 cash loan up to Rs.5,00,000 on 25.10.2026. Check if you qualify: http://example.in/4741 - Navi",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.5,000 to Rs.25,000 instant cash loan available on 06.03.2026. Instant approval: http://example.in/8685 - Kissht",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.5,000 to Rs.10,000 instant cash loan available on 26.03.2026. Check if you qualify: http://example.in/5011 - Kissht",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.5,000 to Rs.1,50,000 you are eligible for a personal loan on 25.08.2026. Get money in minutes: http://example.in/3073 - Kissht",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.1,50,000 to Rs.5,00,000 quick loan can be disbursed on 23.02.2026. Click to know more: http://example.in/5962 - Navi",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.1,50,000 credit line available on 05.09.2026. Instant approval: http://example.in/1401 - Ram Fincor",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.25,000 to Rs.5,00,000 pre-approved loan available on 08.10.2026. Offer valid today: http://example.in/8694 - PaySense",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.25,000 you are eligible for a personal loan on 15.09.2026. Apply Now: http://example.in/2733 - PaySense",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.5,00,000 to Rs.5,00,000 quick loan can be disbursed on 17.12.2026. Get money in minutes: http://example.in/2388 - MoneyView",No,Loan Marketing,Promotional message; no actual money movement
